시도,시군구,허가구분,건축구분,주건축물수,부속건축물동수,주용도,기타용도,대지면적(_),건축면적(_),건폐율(%),연면적(_),용적률산전용면적(_),용적률(%),주용도(동),대표용도(동),세대수(동),호수(동),가구수(동),주구조(동),기타구조(동),지붕구조(동),건축면적(동)(_),연면적(동)(_),용적률산정용면적(동)(_),지하층수(동),지상층수(동),높이(m),승용승강기수(동),비상용승강기수(동),설계자상호명,허가_비허가
대전광역시,남원시,증축허가,증축,2,1,제2종근린생활시설,다가구주택,449,233.21,24,88,243.95,32.3672,제2종근린생활시설,다가구주택,0,0,2,일반철골구조,철근콘크리트구조,기타지붕,372.6,34.8,100.5,0,1,7.9,0,0,주식회사 에이아이디건축사사무소,허가
경상남도,영천시,신축신고,신축,1,0,제1종근린생활시설,단독주택,99.19,246,57.0525,"9,113.37",106.16,6.21,동.식물관련시설,축사,4,0,0,일반철골구조,철근콘크리트구조,기타지붕,391.45,33.24,136.3,0,2,3.3,0,0,민건축사사무소,허가
제주특별시,청주시 상당구,증축허가,증축,1,0,제2종근린생활시설,사무소,"2,497","1,195.88",9.8,"53,771.70","7,453.27",42.6179,제2종근린생활시설,소매점,0,0,1,일반목구조,강파이프조,기타지붕,120,199.5,40,0,3,4.3,0,0,김영철건축사사무소,허가
충청남도,보령시,증축신고,이전,1,2,단독주택,단독주택,"1,160","6,802.06",59.06,144.5,114.43,19.1,단독주택,단독주택,4,0,0,단일형강구조,철근콘크리트구조,기타지붕,440.24,4,490,0,0,5.8,0,0,(주)세움건축사사무소,허가
전라남도,양주시,신축신고,신축,1,1,단독주택,단독주택,292.2,63.22,38.45,216.6,492.77,14.4402,단독주택,단독주택,0,0,1,단일형강구조,강파이프구조,기타지붕,54.54,29.96,82.7,0,0,8.6,0,0,(주)해담건축사사무소,허가
충청북도,제주시,증축허가,증축,1,3,방송통신시설,(제조업소),"47,430.40",145.75,25.65,"1,360.83","1,209.41",75.35,방송통신시설,대학교,6,0,0,철근콘크리트구조,철근콘크리트구조,기타지붕,55.35,323.97,43.39,1,6,12.52,2,1,종합건축사사무소혁성,허가
제주특별시,완주군,신축허가,증축,1,1,공장,수리점,824,161.24,12.29,162.69,181.38,89.9,공장,휴게음식점,1,0,1,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,95.26,99.82,108.9,0,3,6.85,1,0,예촌건축사사무소,허가
경상북도,제주시,신축허가,신축,2,2,단독주택,단독주택,"9,275",143.43,47.87,317.12,96.17,8.5,단독주택,단독주택,3,0,2,경량철골구조,철근콘크리트구조,(철근)콘크리트,118.82,444.24,242,0,1,8.1,0,0,(주)케이지엔지니어링 종합건축사사무소,허가
서울특별시,예천군,신축허가,신축,1,2,단독주택,소매점,492,554.79,14.2713,445.81,461.07,70.77,제2종근린생활시설,제조업소,0,0,0,일반철골구조,철근콘크리트구조,기타지붕,239.32,472.7,58.8,0,0,4.9,0,0,주식회사 종합건축사사무소 세온,허가
제주특별시,음성군,신축허가,신축,2,0,동.식물관련시설,다세대주택/업무시설(오피스텔)/제1종근린생활시설(소매점),"9,072","1,620.18",17.31,121.36,530.46,47.76,제1종근린생활시설,기타공장,5,0,2,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,105,986.42,148.92,1,7,4.78,1,0,서원종합건축사사무소,허가
전라북도,계룡시,신축허가,신축,1,0,제2종근린생활시설,다중주택,"1,103",287.4,69.43,398.38,252,10.27,제2종근린생활시설,다가구주택,5,0,1,철근콘크리트구조,철근콘크리트구조,기타지붕,95.2,39.2,548.475,1,4,12.8,1,0,민건축사사무소,허가
부산광역시,영암군,신축허가,증축,3,0,창고시설,단독주택,"1,016",191.79,45.85,122.82,233.37,94.41,공장,소매점,2,0,0,일반철골구조,철근콘크리트구조,기타지붕,103.74,197.96,95.64,1,1,2.4,1,0,다르다건축사사무소,허가
전라남도,동대문구,신축허가,증축,1,1,제1종근린생활시설,축사,"2,637",287.56,68.09,"1,230.30",282.73,22.823,공장,사무소,0,0,0,철근콘크리트구조,철근콘크리트구조,기타지붕,115.08,0,32,1,2,5.25,0,0,동영 건축사 사무소,허가
경상북도,부여군,신축허가,신축,2,3,단독주택,단독주택,360,185,21.99,89.14,119.81,8.41,단독주택,단독주택,4,0,0,일반목구조,철근콘크리트구조,기타지붕,99.43,80.9,84.25,0,0,5.6,0,0,다담종합건축사사무소,허가
충청남도,상주시,용도변경허가,신축,5,3,동.식물관련시설,단독주택,"1,324","24,025.16",49.67,227.7,"1,005.47",54.51,제2종근린생활시설,기타공장,9,0,3,경량철골구조,철근콘크리트구조,(철근)콘크리트,604.8,"1,380.90",61.8,1,7,48.8,2,0,미성건축사사무소,허가
강원도,영천시,신축신고,신축,1,0,제2종근린생활시설,축사,"1,100",82.68,16.82,418.62,"1,968.62",17.4757,제2종근린생활시설,기타동식물관련시설,1,0,1,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,94,35,994.72,0,1,10.6,0,0,우일건축사(사),허가
경기도,제주시,신축허가,신축,1,0,제1종근린생활시설,폐기물재활용시설,"2,542",121.5,49.8805,303.21,"1,090.32",88.45,동.식물관련시설,기타공장,0,0,0,일반목구조,일반철골구조,기타지붕,111.4,22.58,120.18,0,0,3.7,0,0,그린건축사사무소,허가
경상남도,광명시,증축신고,신축,1,3,업무시설,다세대주택(도시형생활주택-원룸형주택),"2,592",119.33,40.556,594.93,223.46,57.23,공장,수리점,0,0,1,철근콘크리트구조,경량철골구조,(철근)콘크리트,36.53,485.9,137.5,0,3,13.15,0,0,건축사사무소 좋은집,허가
충청북도,경산시,신축허가,신축,1,1,동.식물관련시설,노유자시설,"47,430.40",94.08,36.42,112.18,"1,486",928.7642,동.식물관련시설,기타동식물관련시설,0,0,3,경량철골구조,철근콘크리트구조,기타지붕,51.41,54.37,54.37,0,3,3.16,1,0,건축사사무소 봄,허가
전라북도,진주시,신축신고,신축,8,0,단독주택,단독주택,268,900,37.95,269.12,800.69,16,단독주택,제조업소,0,0,3,강파이프구조,철근콘크리트구조,기타지붕,18,66,170,0,0,9.7,0,0,건축사사무소이원,허가
충청북도,포항시 남구,신축허가,증축,4,2,제1종근린생활시설,단독주택,112.1,154,27.9,99.87,438.82,173.45,제1종근린생활시설,제조업소,4,0,1,강파이프구조,철근콘크리트구조,기타지붕,87.68,651.24,84.53,0,2,10.4,1,0,태권브이건축사사무소,허가
경기도,제주시,용도변경허가,증축,1,0,공장,소매점,"5,465",926.4,19.6532,741.66,89.8,14.14,동.식물관련시설,축사,0,0,0,철근콘크리트구조,목조,(철근)콘크리트,46,199.76,133,0,4,2.7,1,0,동한건축사사무소,허가
경상북도,여주시,개발제한구역내 건축신고,증축,1,0,제1종근린생활시설,소매점,202.45,275.85,12.44,69.75,335.01,99.75,제1종근린생활시설,사진관,7,0,2,일반철골구조,철근콘크리트구조,(철근)콘크리트,139.2,45.31,65.31,0,1,3.335,0,0,디자인포 건축사 사무소,허가
경기도,나주시,신축허가,신축,1,2,단독주택,단독주택,413,566.8,18.34,34.37,97.86,22.68,단독주택,축사,0,0,1,철근콘크리트구조,철근콘크리트구조,기타지붕,64.22,296.6,296.6,0,2,4.4,0,0,다올건축사사무소,허가
경상남도,거창군,신축허가,신축,1,0,동.식물관련시설,단독주택,"8,424","1,507.20",19.74,84.21,"4,682.33",191.36,제2종근린생활시설,기타동식물관련시설,5,0,1,일반철골구조,철근콘크리트구조,기타지붕,"1,415.95",81.894,374.18,0,6,69.5,1,0,마당건축사사무소,허가
경상북도,아산시,신축신고,신축,2,0,단독주택,단독주택,461,61.75,23.74,429.37,819.09,153.79,단독주택,단독주택,0,0,5,일반목구조,철근콘크리트구조,기타지붕,391.45,"2,263.12",90.43,0,0,5.8,0,0,민건축사사무소,허가
울산광역시,제천시,용도변경허가,신축,1,0,방송통신시설,우사,856,62.7,16.05,433.579,336.3,34.8993,방송통신시설,항만시설,1,0,0,경량철골구조,철근콘크리트구조,(철근)콘크리트,98.21,94.17,46.75,0,2,8.8,0,0,건축사사무소 우신건축,허가
경상남도,경주시,증축신고,증축,1,5,제2종근린생활시설,다세대주택(도시형주택),"1,188",135.69,40.62,648.15,"307,030.86",36.7575,제2종근린생활시설,기타창고시설,0,0,1,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,18,97.5,190,1,7,13.61,1,0,(주)종합건축사사무소 예람,허가
경기도,정읍시,신축허가,증축,1,0,단독주택,"1종근린생활시설,창고시설,야영장시설",219,100.8,32.3,62.66,72.09,16.03,단독주택,다가구주택,1,0,2,경량철골구조,철근콘크리트구조,기타지붕,0,0,0,0,1,4.2,1,0,민건축사사무소,허가
전라남도,남양주시,도시환경협의(건축허가),증축,171,1,방송통신시설,"골프연습장, 제2종근린생활시설(일반음식점,사무소)",657.2,"1,499.70",16.6653,769.89,84.9,132.02,방송통신시설,항만시설,12,0,0,경량철골구조,일반철골구조,(철근)콘크리트,"1,637.74",455,129.95,1,5,14,2,0,연합 건축사사무소,허가
전라남도,홍성군,증축신고,신축,1,1,제1종근린생활시설,다가구 주택,"47,430.40",169.45,12.13,80.16,441.63,55.96,동.식물관련시설,제조업소,9,0,2,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,38.42,79.33,"1,483.39",1,5,8.47,2,0,건축사사무소대성,허가
경기도,동래구,신축허가,신축,1,0,단독주택,단독주택,652,198,28.66,198,18,7.1,제2종근린생활시설,단독주택,6,0,1,경량철골구조,일반철골구조,(철근)콘크리트,0,0,0,0,3,4.8,1,0,이상준 건축사사무소,허가
경기도,김해시,증축신고,증축,1,0,방송통신시설,단독주택,330.6,98,38.98,"1,613.35",120.61,0,방송통신시설,다세대주택,0,0,0,일반목구조,철근콘크리트구조,기타지붕,198,0,0,0,0,6,0,0,가원건축사사무소,허가
서울특별시,기장군,신축신고,신축,2,1,단독주택,다세대주택(타운하우스),682,540.33,13.59,684.53,336.48,45.3303,단독주택,소매점,10,0,4,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,16,911.97,131.4,0,0,5.9,0,0,하림건축사사무소,허가
경기도,제주시,신축신고,신축,1,1,단독주택,소매점,660,793.5,38.85,203.2,"6,793.81",20.37,단독주택,다가구주택,0,0,1,철근콘크리트구조,철근콘크리트구조,철근콘크리트,113.94,133.11,21.84,0,1,5.8,0,0,(주)경호엔지니어링종합건축사사무소,허가
경기도,청주시 흥덕구,신축허가,증축,1,0,업무시설,단독주택,"2,644.60",652.69,17.9167,356.85,145.2,81.7912,공장,물품 제조공장,0,0,0,일반철골구조,철근콘크리트구조,기타지붕,120,198,0,1,1,4.2,0,0,맵스아키텍츠 건축사사무소,허가
세종특별자치시,경산시,신축허가,신축,1,0,단독주택,축사,"3,738",580.59,17.2743,179.78,"11,326.96",8.22,단독주택,단독주택,0,0,5,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,217.33,427.68,353.22,0,2,3.16,0,0,수건축사사무소,허가
경상북도,서산시,신축신고,신축,1,2,단독주택,축사,430,127.6,19.58,"1,266.94",73.38,19.9676,단독주택,단독주택,8,0,0,철근콘크리트구조,일반철골구조,기타지붕,0,99.45,88.2,1,2,9.3,2,0,두성 건축사사무소,허가
경상남도,산청군,증축신고,용도변경,1,3,단독주택,다가구주택,"1,025","2,373.70",69.16,173.31,144,31.55,단독주택,단독주택,5,0,4,단일형강구조,공업화박판강구조(PEB),기타지붕,99.64,0,0,0,0,4.2,0,0,(주)다올건축사사무소,허가
경기도,김포시,신축허가,용도변경,1,0,동.식물관련시설,단독주택,3505,170.05,51.99,92.21,"1,892.58",21.1,동.식물관련시설,다중주택,8,0,0,경량철골구조,철근콘크리트구조,기타지붕,252.36,54.37,54.37,0,1,11.5,0,0,민건축사사무소,허가
제주특별자치도,서초구,신축허가,신축,0,2,창고시설,단독주택,382.9,922.5,10.0274,745.66,591.24,127.668,창고시설,기타공장,0,0,0,단일형강구조,철근콘크리트구조,기타지붕,121.2,19.2,78,0,0,6.2,0,0,(주)진우건축사사무소,허가
경상북도,중구,신축신고,신축,3,2,단독주택,도시형생활주택(단지형다세대주택),206,"1,320",19.89,194.56,166.47,58.1371,단독주택,축사,0,0,3,일반철골구조,철근콘크리트구조,(철근)콘크리트,174.72,11.88,662.58,0,0,0,0,0,건축사사무소 해솔,허가
경상남도,안성시,증축신고,증축,3,2,운동시설,제1종근생및단독주택(다가구)-19가구,"5,170.10",66.54,39.26,123.44,631.93,30.3984,방송통신시설,항만시설,4,0,0,일반철골구조,철근콘크리트구조,기타지붕,197.6,164.98,"1,273.88",0,0,6.1,0,0,(주)마루 건축사사무소,허가
전라남도,창녕군,신축신고,신축,1,2,단독주택,소매점,"2,071",402.59,57.45,594.93,"2,927.62",39.01,단독주택,단독주택,0,0,2,경량철골구조,철근콘크리트구조,기타지붕,114.21,79.93,75.74,0,0,5,0,0,건축사사무소나솜건축,허가
전라북도,부여군,신축신고,신축,7,1,창고시설,일반음식점,646,360,33.62,179.86,69.84,4.1877,공동주택,기타창고시설,2,0,0,일반철골구조,철근콘크리트구조,기타지붕,95.43,495.54,659.28,1,1,4,0,0,포커스건축사사무소,허가
충청남도,상주시,신축허가,신축,2,0,단독주택,단독주택,"2,105",117.17,76.8466,259.44,914.48,39.92,단독주택,단독주택,0,0,0,경량철골구조,철근콘크리트구조,기타지붕,14.7,156,98.9,0,0,5.1,0,0,아주 건축사사무소,허가
서울특별시,아산시,신축허가,신축,171,0,동.식물관련시설,단독주택,"47,430.40",164.76,45.93,"1,435.75",92.82,25.16,제1종근린생활시설,기타공장,0,0,0,강파이프구조,조적조,기타지붕,232.24,127.28,623.52,0,2,2.6,0,0,한민건축사사무소,허가
충청남도,홍성군,신축신고,신축,4,0,제2종근린생활시설,단독주택,"1,005","2,010.97",72.14,122.82,"3,332.52",65.1541,동.식물관련시설,축사,7,0,0,경량철골구조,철근콘크리트구조,기타지붕,312.8,152.7,"1,104.26",0,0,8.3,0,0,건축사사무소 가인,허가
충청남도,가평군,신축신고,신축,2,0,단독주택,농업용,"17,936",59.84,19.89,204.24,298.65,95.3,단독주택,단독주택,0,0,1,경량철골구조,철근콘크리트구조,기타지붕,207,66.64,"1,596.30",0,0,2.5,0,0,한울 건축사사무소,허가
경기도,이천시,신축허가,증축,7,2,단독주택,작물재배사(버섯재배사),"16,535",150.97,68.64,"386,358.58",84.6,0,단독주택,사무소,0,0,0,경량철골구조,철근콘크리트구조,기타지붕,64.8,158.4,198,0,0,0,0,0,건축사사무소하랑,허가
전라북도,보성군,증축신고,신축,2,5,방송통신시설,단독주택,"6,604",91.68,29.29,"1,166.44","1,166.44",185.52,판매시설,일반창고,0,0,0,일반철골구조,철근콘크리트구조,기타지붕,"2,882.72",96.96,31.18,0,0,4.75,0,0,현도 건축사사무소,허가
전라남도,영천시,신축허가,신축,6,0,제2종근린생활시설,축사,"1,104",82.28,59.39,173.31,695.63,0.84,동.식물관련시설,소매점,11,0,0,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,57,333.3,"2,564.74",1,2,8.25,0,0,주식회사한서건축사사무소,허가
경상남도,서귀포시,신축신고,신축,1,1,제2종근린생활시설,제조업소,"1,500",888,25.67,"10,396.52",228.69,31.1,제2종근린생활시설,다가구주택,6,0,2,경량철골구조,철근콘크리트구조,기타지붕,79.2,165.55,22.52,0,1,5.4,1,0,덕양건축사사무소,허가
경상북도,춘천시,증축허가,증축,1,2,방송통신시설,가스공급시설,287,259.72,52.02,393.54,"2,928.90",0.69,방송통신시설,항만시설,9,0,0,일반철골구조,일반목구조,(철근)콘크리트,89.85,26.66,"6,332.80",0,4,4.2,1,0,서해종합건축사사무소,허가
전라북도,동대문구,용도변경신고,증축,1,2,제2종근린생활시설,제조업소,"2,228.50","1,672.26",59.8691,190.5,51.77,33.56,제2종근린생활시설,단독주택,4,0,0,경량철골구조,철근콘크리트구조,기타지붕,700,180,200,0,2,8.3,0,0,소올건축사사무소,허가
충청남도,강남구,신축허가,증축,1,0,단독주택,"제1,2종근린생활시설","1,961",56.74,17.86,"1,166.44","1,166.44",13.23,단독주택,다가구주택,0,0,1,일반철골구조,철근콘크리트구조,기타지붕,438.81,202.6298,353.22,1,1,6.2,0,0,동경 건축사사무소,허가
전라남도,울진군,신축허가,신축,2,0,제2종근린생활시설,단독주택,800.5,768,17.88,326.99,"10,069.58",65.74,동.식물관련시설,기타사무소,0,0,0,단일형강구조,철근콘크리트구조,기타지붕,42,"3,196.80",633.3,0,0,3.67,0,0,(주)엘케이건축사사무소,허가
충청남도,강화군,신축허가,신축,0,2,방송통신시설,다세대주택/업무시설(오피스텔)/제1종근린생활시설(소매점),"1,600","3,485.37",55.97,95.2,118.76,809.18,방송통신시설,가축용창고,15,0,1,일반철골구조,철근콘크리트구조,기타지붕,22.07,711.52,"1,146.63",0,2,8.9,1,0,어길진건축사사무소,허가
경상남도,김천시,신축신고,신축,1,0,제1종근린생활시설,단독주택,"2,968",61.33,0.39,195.27,139.01,61.0169,제1종근린생활시설,사무소,0,0,0,단일형강구조,철근콘크리트구조,기타지붕,49,0,99,0,0,4.9,0,0,(주)건축사사무소장인이엔지,허가
경상북도,남양주시,신축신고,신축,1,0,단독주택,단독주택,"1,275",939.26,16.96,445.32,99.08,18.2,단독주택,단독주택,0,0,1,일반철골구조,철근콘크리트구조,기타지붕,547.99,412.08,435.61,0,0,8.1,0,0,마당 건축사사무소,허가
전라남도,거창군,용도변경신고,신축,1,2,제2종근린생활시설,소매점(건축자재),"215,036.10",30.81,43.4794,280,493.35,47.72,제1종근린생활시설,다가구주택,7,0,3,경량철골구조,철근콘크리트구조,(철근)콘크리트,602.01,728.25,87.92,1,8,12.25,2,0,(주)한솔건축사사무소,허가
충청북도,울진군,신축신고,신축,1,0,단독주택,의원,380,150.95,39.97,390,160,15.1266,단독주택,일반창고,1,0,3,경량철골구조,철근콘크리트구조,(철근)콘크리트,160,36.54,50.4,0,1,11.45,0,0,조은허기윤건축사사무소,허가
경기도,논산시,신축신고,신축,1,1,제2종근린생활시설,단독주택,333,392,17.81,661.65,72.75,34.89,동.식물관련시설,기타동식물관련시설,0,0,0,경량철골구조,철근콘크리트구조,기타지붕,66.54,86.28,"2,815.46",0,2,6.7,0,0,신건축사사무소,허가
부산광역시,계룡시,도시환경협의(건축허가),용도변경,3,2,제1종근린생활시설,단독주택,"30,310.70","4,209.08",14.7463,294.34,"1,166.44",24.4951,제1종근린생활시설,사무소,15,0,0,단일형강구조,조립식경량철골,기타지붕,55.35,47.94,196.62,0,2,6.5,0,0,명성건축사사무소,허가
전라남도,천안시 서북구,증축신고,증축,3,0,공장,사무소,"2,435",42.52,19.5422,622.76,805,57.018,제1종근린생활시설,제조업소,7,0,0,일반철골구조,샌드위치판넬,기타지붕,102.46,392.09,19.57,1,2,7.3,0,0,건축사사무소태솔,허가
경상남도,거제시,대수선허가,증축,1,1,단독주택,단독주택,"1,322","1,030.71",14.09,"3,561.10",150.5,74.91,제2종근린생활시설,기타동식물관련시설,0,0,2,일반목구조,강파이프구조,기타지붕,194.56,54.37,54.37,0,0,3.4,0,0,영양건축사사무소,허가
경상북도,이천시,신축허가,신축,1,0,창고시설,우사,248,498,23.76,62,143.58,56.67,공장,기타동식물관련시설,1,0,2,경량철골구조,철근콘크리트구조,기타지붕,87.8,496.46,"4,404.27",0,0,7.12,0,0,선 건축사사무소,허가
경기도,남양주시,신축신고,신축,0,0,동.식물관련시설,"제조업소,사무소",507.6,"1,581.23",20.42,"1,393.88","4,948.60",4.5682,공장,축사,0,0,0,블록구조,철근콘크리트구조,기타지붕,81.97,160.83,"1,740.65",0,0,5.3,0,0,림건축사사무소,허가
충청북도,울진군,증축허가,신축,2,0,공동주택,"다가구주택,소매점","6,584",198,19.89,198,869.49,93,숙박시설,기타공장,8,0,0,경량철골구조,철근콘크리트구조,기타지붕,60,0,0,0,0,6.4,0,0,신건축사사무소,허가
충청북도,담양군,신축허가,증축,1,0,제1종근린생활시설,종교집회장,"3,220.30",624.3,2.1731,782.34,74.35,42.65,동.식물관련시설,다가구주택,15,0,0,경량철골구조,철근콘크리트구조,기타지붕,197.91,152,346.19,0,4,13.65,1,0,차봉근,허가
경상남도,강릉시,증축신고,신축,1,0,동.식물관련시설,단독주택,"1,808",890.38,6.46,"2,061.20",394.6,8.7592,동.식물관련시설,기타동식물관련시설,8,0,3,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,65.02,125.82,190.32,1,5,11.1,1,0,신영건축사사무소 주식회사,허가
경상남도,제천시,증축신고,증축,1,0,제1종근린생활시설,일반숙박시설,"1,500",482.47,15.09,"1,166.44","1,166.44",143.68,동.식물관련시설,축사,4,0,0,철근콘크리트구조,철근콘크리트구조,기타지붕,40.24,54.37,55.44,1,6,9.23,1,1,민건축사사무소,허가
경상북도,서구,신축허가,신축,1,2,공장,창고,"2,111",774.12,36.99,717.2,133.56,245.64,제1종근린생활시설,사무소,15,0,1,일반철골구조,철근콘크리트구조,기타지붕,227.08,68.2,564,1,3,8.9,1,0,(주)나래건축사사무소,허가
경기도,제주시,증축신고,증축,3,0,단독주택,단독주택,"1,273",96.07,39.24,"1,397.90","2,161.84",44.46,단독주택,단독주택,19,0,1,일반철골구조,철근콘크리트구조,(철근)콘크리트,"2,320",54.37,54.37,0,2,5.8,1,0,곽건축사사무소,허가
경기도,파주시,신축허가,신축,1,1,단독주택,단독주택,"1,970","1,247.22",28.9704,154.8,96.71,32.17,단독주택,소매점,5,0,4,경량철골구조,철근콘크리트구조,기타지붕,328,238,15.12,0,3,6.2,0,0,건축사사무소미가디자인건축,허가
경상북도,밀양시,신축허가,신축,1,0,제1종근린생활시설,창고,"6,398","2,873.60",24.5,193.12,182.16,80.23,제1종근린생활시설,기타창고시설,7,0,2,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,778.73,393.54,165.45,2,7,3.16,2,0,건축사사무소영진건축(주),허가
강원도,안동시,신축신고,신축,1,1,단독주택,단독주택,601,198,49.94,198,198,52.2293,단독주택,단독주택,0,0,1,경량철골구조,철근콘크리트구조,(철근)콘크리트,116.18,99,0,0,0,6.6,0,0,성원건축사사무소,허가
충청남도,강남구,신축허가,신축,2,1,단독주택,사무소,"2,271",161.3,19.28,87,470.65,10.27,단독주택,다가구주택,7,0,4,경량철골구조,철근콘크리트구조,기타지붕,87.34,"13,596.78",43.43,0,0,4,0,0,(주)종합건축사사무소토우재,허가
경기도,계룡시,신축허가,증축,2,4,제1종근린생활시설,제조업소,363,458.18,58.87,658.09,"23,825.75",34.04,동.식물관련시설,기타사무소,1,0,1,강파이프구조,철근콘크리트구조,(철근)콘크리트,554.79,51.12,"1,299.51",0,4,10.54,0,0,민건축사사무소,허가
전라남도,정읍시,증축신고,신축,1,0,공장,농막,"3,096",88.66,43.9299,"1,320.48",199.39,"1,116.13",동.식물관련시설,다가구주택,0,0,0,일반목구조,강파이프구조,기타지붕,35.34,550.9,132.48,0,0,3.8,0,0,삼전건축사사무소,허가
충청남도,안동시,신축신고,신축,1,0,동.식물관련시설,일반음식점,238.5,496.65,18.3661,84.47,526.38,88.77,공장,기타동식물관련시설,3,0,0,일반철골구조,철근콘크리트구조,기타지붕,126.84,98.96,837.78,1,7,32.4,0,0,칸건축사사무소,허가
경상북도,안성시,증축신고,신축,1,0,제2종근린생활시설,소매점,"1,202","2,916",31.91,118.36,"2,502.64",21.47,단독주택,기타동식물관련시설,12,0,3,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,20.62,3.15,88,1,4,9.5,0,0,건축사사무소 현대건축,허가
충청남도,화순군,신축신고,신축,1,1,단독주택,단독주택,660,198,53.4562,198,198,20.67,단독주택,단독주택,3,0,3,일반철골구조,철근콘크리트구조,기타지붕,0,0,0,0,0,9.6,0,0,정풍건축사사무소,허가
경기도,포천시,신축허가,증축,1,1,제2종근린생활시설,단독주택,592,378.98,4.7127,80.16,"2,357.67",34.03,단독주택,단독주택,0,0,0,강파이프구조,조적조,기타지붕,37.84,65.7,96.74,0,2,7.5,0,0,도성 건축사사무소,허가
경기도,북구,증축허가,증축,1,1,공동주택,다세대주택/업무시설(오피스텔)/제1종근린생활시설(소매점),464,"1,185.60",55.9,728.93,"2,908.80",13.1889,업무시설,항만시설,5,0,0,경량철골구조,철근콘크리트구조,(철근)콘크리트,"1,965.86",99.81,94.2,0,3,17,0,0,관건축사사무소,허가
전라남도,화순군,신축허가,신축,1,0,단독주택,단독주택,542,106.94,76.6019,744.53,642.48,33.96,단독주택,다가구주택,0,0,2,강파이프구조,라멘조/벽식구조,기타지붕,65.25,650,67.39,0,2,12,0,0,(주)예원디자인건축사사무소,허가
제주특별자치도,거창군,도시환경협의(건축허가),증축,2,0,방송통신시설,단독주택,710,77.7,2.1731,"4,982","1,188.75",14.99,방송통신시설,항만시설,0,0,0,일반철골구조,철근콘크리트구조,기타지붕,30,175.83,296.48,0,4,12.15,1,0,건축사사무소 남도,허가
경상남도,파주시,신축신고,신축,1,2,동.식물관련시설,단독주택,682,167.67,24.56,443.17,813.26,3.26,제2종근린생활시설,단독주택,0,0,3,경량철골구조,철근콘크리트구조,기타지붕,59.82,112.26,571.39,0,3,4.74,0,0,건축사사무소 낙현재,허가
충청북도,수성구,용도변경허가,신축,1,1,동.식물관련시설,단독주택,293,"9,098.72",34.81,292.5925,669.98,32.85,제1종근린생활시설,축사,0,0,2,기타강구조,일반철골구조,기타지붕,119.06,198.85,"1,018.80",0,1,9.45,0,0,길 건축사사무소,허가
서울특별시,안성시,증축허가,신축,1,0,제1종근린생활시설,다가구주택,192,198,51.53,198,64,88.11,동.식물관련시설,기타 운동시설,13,0,4,철근콘크리트구조,철근콘크리트구조,기타지붕,10.03,-368.44,148.2,0,5,12.7,1,0,(주)신도시엔지니어링종합건축사사무소,허가
경기도,익산시,신축허가,증축,1,0,제2종근린생활시설,단독주택,"10,685","1,030.71",29.4784,"1,166.44","1,166.44",16.06,제2종근린생활시설,다가구주택,0,0,0,경량철골구조,철근콘크리트구조,기와,103.99,922.3,331.56,0,1,6.3,0,0,청담건축사사무소,허가
경상남도,진천군,신축허가,신축,1,0,동.식물관련시설,단독주택,"49,404.50",205.35,18.79,719.49,"5,010.47",14.21,제1종근린생활시설,소매점,6,0,0,일반철골구조,철근콘크리트구조,기타지붕,7.92,82.51,"1,960.39",0,2,14.1,0,0,대광건축사사무소,허가
경기도,순천시,신축허가,신축,1,1,제2종근린생활시설,축사,562,426.45,18.6766,74.88,79.65,12.26,동.식물관련시설,사무소,0,0,1,일반철골구조,철근콘크리트구조,기타지붕,365.76,326.99,42.59,1,2,17.6,1,0,건축사사무소 대명원,허가
전라북도,여수시,용도변경허가,증축,1,0,동.식물관련시설,다가구,406,244.59,69.36,869.49,94,1.03,동.식물관련시설,다가구주택,6,0,2,철근콘크리트구조,철근콘크리트구조,(철근)콘크리트,132.48,99.56,99.36,1,3,3.16,1,0,(주)부민종합건축사사무소,허가
경상북도,은평구,신축신고,신축,1,0,단독주택,공장,712,321.16,2.1731,536.2,"4,341.91",2.4593,단독주택,사무소,7,0,1,철근콘크리트구조,철근콘크리트구조,기타지붕,29.13,263.1,583.14,0,3,3.16,1,0,종합건축사사무소 늘채움,허가
대전광역시,포항시 북구,신축신고,신축,1,0,제1종근린생활시설,단독주택,"4,043",164.55,13.76,110.56,488.58,183.64,제1종근린생활시설,단독주택,1,0,0,경량철골구조,철근콘크리트구조,기타지붕,218.44,"4,522.59",148.87,0,0,8.3,0,0,우상현건축사사무소,허가
충청남도,밀양시,신축허가,신축,1,0,제1종근린생활시설,창고,725.6,17,38.35,71.67,96.38,277.92,제1종근린생활시설,항만시설,0,0,3,경량철골구조,철근콘크리트구조,슬레이트,298,56,32.4,0,1,23.45,0,0,건축사사무소혜윰,허가
